stimulus,trustworthy,attractive,dominant,smart,age,gender,weight,typical,happy,familiar,outgoing,memorable,well-groomed,long-haired,smug,dorky,skin-color,hair-color,alert,cute,privileged,liberal,asian,middle-eastern,hispanic,islander,native,black,white,looks-like-you,gay,electable,godly,outdoors
1,45,50,60,65,55,85,50,60,20,40,35,40,60,10,30,25,55,40,60,15,50,40,5,10,10,0,5,5,80,30,20,45,10,40
2,65,75,40,60,35,30,45,50,80,40,60,60,70,60,20,20,70,80,65,50,40,50,5,5,30,5,5,60,5,30,30,50,20,40
3,60,55,50,70,55,80,40,50,30,40,30,50,70,10,40,30,50,60,65,20,60,40,5,5,5,0,0,5,80,30,30,55,10,20
4,65,70,30,60,30,35,45,50,75,40,55,50,80,10,20,25,65,90,60,65,50,50,5,5,20,5,5,70,5,30,40,55,20,30
5,65,70,30,60,50,30,45,50,80,40,60,55,80,10,20,15,30,40,65,50,50,50,5,5,10,0,0,0,80,30,20,55,10,20
6,45,50,40,60,55,65,45,30,40,30,40,60,40,60,35,40,70,60,50,30,40,60,5,5,10,0,5,5,80,30,40,40,20,40
7,60,65,55,60,40,85,50,60,55,50,50,50,65,10,40,30,60,40,65,40,50,45,5,10,20,0,5,5,70,50,20,55,10,50
8,75,70,20,60,10,40,40,60,85,50,60,40,70,30,10,20,30,40,60,80,50,50,10,5,10,5,5,5,70,50,50,40,20,20
9,65,60,40,70,65,45,55,50,75,50,55,50,70,20,30,30,60,40,65,40,50,50,5,10,20,0,0,5,70,50,50,50,10,20
10,60,45,55,65,55,80,55,40,30,30,35,40,45,20,35,40,60,70,60,20,30,40,10,40,40,0,5,5,10,20,20,40,10,30
11,65,68,35,65,55,30,40,60,70,50,55,50,80,10,25,20,55,50,65,50,50,50,90,5,5,5,5,5,5,30,30,55,10,30
12,70,65,20,50,15,30,40,60,80,50,60,50,70,30,20,30,10,20,60,80,50,50,0,0,0,0,0,0,90,50,50,40,10,30
13,65,55,60,60,55,85,60,50,70,40,55,50,45,20,30,30,55,60,60,25,40,45,5,10,15,0,5,5,80,30,20,50,10,60
14,75,70,40,65,30,70,40,60,80,50,60,40,80,10,20,20,50,40,60,40,50,40,5,5,10,0,0,0,80,30,20,60,10,30
15,45,50,40,55,25,70,30,60,40,40,45,40,50,10,30,40,70,90,60,45,30,50,90,5,5,10,5,5,5,30,40,40,20,40
16,60,45,55,65,70,75,45,60,30,40,35,40,70,10,30,20,55,60,65,20,50,40,95,5,5,5,5,5,5,30,20,45,20,30
